h11,cy_index,triag_index,tau,cy_volume,f_GeV,g_eff_GeV_inv,mass
100,0,6,38.166666668560254,3620213.908117755,15777040198120.432,7.363326064276155e-17,3.171574310817188e-20
100,0,6,16.00000000349928,3620213.908117755,27324228487291.688,4.2515927343377095e-17,32094333161.1301
100,0,6,14.250000000200089,3620213.908117755,19230801433315.996,6.040907432318133e-17,11133648471409.572
100,0,6,17.719238277940235,3620213.908117755,26534619274012.234,4.378110351171691e-17,149099214.66922116
100,0,6,33.33333333327846,3620213.908117755,20505201950316.46,5.665464382620231e-17,9.592285260234069e-14
100,0,7,4.500000013089675,3835519.146392867,42870968382790.52,2.7097939629137685e-17,1.0026307669846607e+26
100,0,7,1.4999999977092102,3835519.146392867,51496264227138.12,2.2559207556405882e-17,1.034326564994062e+30
100,0,7,21.000000000131717,3835519.146392867,16445704059673.014,7.063941494169307e-17,8036.038881641825
100,0,7,2.0000000045729394,3835519.146392867,40610090261689.81,2.860655826159172e-17,2.7265361639163584e+29
100,0,7,15.500000041549583,3835519.146392867,27748022449361.375,4.1866584013314617e-17,152031070202.64926
100,0,7,25.000000007588255,3835519.146392867,26742698387820.742,4.3440452277194306e-17,0.01723391110442119
100,0,7,17.499999976679987,3835519.146392867,30108450542555.617,3.8584347322607896e-17,261651581.7461142
100,0,7,4.999999993136271,3835519.146392867,29669719178046.453,3.915490086401347e-17,3.011637772413307e+25
